,dynamic prices,tariff,Abrechnung_Stufen,Abrechnung_Dynamic
2023-06-16 00:00:00,32.564469,34.56,0.0642815999998944,0.060569912339900486
2023-06-16 01:00:00,31.81102050000001,29.83,0.06920559999999132,0.07380156755999076
2023-06-16 02:00:00,31.449915,29.83,0.044744999999891476,0.04717487249988559
2023-06-16 03:00:00,31.49739600000001,29.83,0.0641345000000434,0.06771940140004586
2023-06-16 04:00:00,32.083411500000004,29.83,0.008949000000195337,0.009625023450210095
2023-06-16 05:00:00,35.22340500000001,34.56,0.0,0.0
2023-06-16 06:00:00,36.57786300000001,34.56,0.0,0.0
2023-06-16 07:00:00,35.559520500000005,34.56,0.0,0.0
2023-06-16 08:00:00,32.881842000000006,34.56,0.0,0.0
2023-06-16 09:00:00,31.387440000000005,29.83,0.0,0.0
2023-06-16 10:00:00,30.986350500000004,29.83,0.0,0.0
2023-06-16 11:00:00,30.7814325,29.83,0.0,0.0
2023-06-16 12:00:00,30.037980000000005,29.83,0.0,0.0
2023-06-16 13:00:00,29.776834500000007,29.83,0.0,0.0
2023-06-16 14:00:00,30.069217500000004,29.83,0.0,0.0
2023-06-16 15:00:00,30.9213765,29.83,0.0,0.0
2023-06-16 16:00:00,31.742298000000005,29.83,0.0,0.0
2023-06-16 17:00:00,34.280032500000004,34.56,0.01382399999998743,0.013712012999987531
2023-06-16 18:00:00,37.5087405,34.56,0.09815039999987932,0.106524823019869
2023-06-16 19:00:00,39.246795,34.56,0.09020160000014585,0.10243413495016562
2023-06-16 20:00:00,38.6582805,34.56,0.09745919999973848,0.10901635100970747
2023-06-16 21:00:00,36.365448,34.56,0.06428160000020872,0.06763973328021962
2023-06-16 22:00:00,34.697365500000004,34.56,0.07015679999983404,0.0704356519648334
2023-06-16 23:00:00,33.712759500000004,34.56,0.07119360000004527,0.06944828457004416
2023-06-17 00:00:00,32.71191,30.97,0.05202959999989634,0.05495600879989052
2023-06-17 01:00:00,32.363299500000004,30.97,0.06813400000007887,0.07119925890008243
2023-06-17 02:00:00,31.9184775,30.97,0.0436677000001645,0.045005053275169536
2023-06-17 03:00:00,31.246246500000005,30.97,0.0027873000000045067,0.0028121621850045477
2023-06-17 04:00:00,31.11255000000001,30.97,0.02198869999997296,0.02208991049997284
2023-06-17 05:00:00,31.151284500000006,30.97,0.0,0.0
2023-06-17 06:00:00,30.868897500000003,30.97,0.0,0.0
2023-06-17 07:00:00,29.988000000000007,30.97,0.0,0.0
2023-06-17 08:00:00,29.313270000000003,30.97,0.0,0.0
2023-06-17 09:00:00,27.98880000000001,26.52,0.10077600000002894,0.10635744000003058
2023-06-17 10:00:00,26.113300500000005,26.52,0.007690799999878436,0.007572857144880302
2023-06-17 11:00:00,24.785082000000003,26.52,0.0,0.0
2023-06-17 12:00:00,23.415630000000004,26.52,0.0,0.0
2023-06-17 13:00:00,22.288581,18.88,0.0,0.0
2023-06-17 14:00:00,24.375246000000004,26.52,0.0,0.0
2023-06-17 15:00:00,27.98880000000001,26.52,0.0,0.0
2023-06-17 16:00:00,30.052974000000003,30.97,0.0,0.0
2023-06-17 17:00:00,31.776034500000005,30.97,0.019820800000094643,0.02033666208009711
