Time,Wholesale price corrected,group,tariff
2023-01-01 00:00:00,16.7835815,winter weekend,19.67
2023-01-01 01:00:00,17.247086499999998,winter weekend,19.67
2023-01-01 02:00:00,17.201866499999998,winter weekend,19.67
2023-01-01 03:00:00,16.793756000000002,winter weekend,19.67
2023-01-01 04:00:00,16.8604555,winter weekend,19.67
2023-01-01 05:00:00,16.75758,winter weekend,19.67
2023-01-01 06:00:00,16.800538999999997,winter weekend,19.67
2023-01-01 07:00:00,17.221085,winter weekend,19.67
2023-01-01 08:00:00,17.205258,winter weekend,19.67
2023-01-01 09:00:00,17.2448255,winter weekend,19.67
2023-01-01 10:00:00,17.247086499999998,winter weekend,19.67
2023-01-01 11:00:00,17.247086499999998,winter weekend,19.67
2023-01-01 12:00:00,17.2787405,winter weekend,19.67
2023-01-01 13:00:00,17.3375265,winter weekend,19.67
2023-01-01 14:00:00,17.474257499999997,winter weekend,19.67
2023-01-01 15:00:00,20.3081235,winter weekend,19.67
2023-01-01 16:00:00,21.933723,winter weekend,19.67
2023-01-01 17:00:00,23.1194985,winter weekend,19.67
2023-01-01 18:00:00,24.311521500000005,winter weekend,27.88
2023-01-01 19:00:00,24.234052500000004,winter weekend,27.88
2023-01-01 20:00:00,23.519338500000003,winter weekend,19.67
2023-01-01 21:00:00,22.989550500000004,winter weekend,19.67
2023-01-01 22:00:00,23.110752,winter weekend,19.67
2023-01-01 23:00:00,21.7413,winter weekend,19.67
2023-01-02 00:00:00,24.60390450000001,winter weekend,27.88
2023-01-02 01:00:00,23.8242165,winter weekend,27.88
2023-01-02 02:00:00,23.981653500000004,winter weekend,27.88
2023-01-02 03:00:00,22.877095500000003,winter weekend,19.67
2023-01-02 04:00:00,23.625546000000003,winter weekend,19.67
2023-01-02 05:00:00,26.079564000000005,winter weekend,27.88
2023-01-02 06:00:00,30.497796,winter weekend,27.88
2023-01-02 07:00:00,34.94101800000001,winter weekend,33.58
2023-01-02 08:00:00,35.608251,winter weekend,33.58
2023-01-02 09:00:00,35.74194750000001,winter weekend,33.58
2023-01-02 10:00:00,35.562019500000005,winter weekend,33.58
2023-01-02 11:00:00,35.279632500000005,winter weekend,33.58
2023-01-02 12:00:00,35.408331000000004,winter weekend,33.58
2023-01-02 13:00:00,35.330862,winter weekend,33.58
2023-01-02 14:00:00,35.88564,winter weekend,33.58
2023-01-02 15:00:00,36.77778300000001,winter weekend,33.58
2023-01-02 16:00:00,37.7211555,winter weekend,33.58
